experiment,model,subject,component,target_label,audio_label,visual_label,audio_amp_uV,visual_amp_uV,target_amp_uV,audio_lat_ms,visual_lat_ms,target_lat_ms,SoP_pred_uV,PoS_pred_uV,D_SoP_uV,D_PoS_uV
Exp1,attenuation,Vp1,N1,VAO-MVA,AO-MA,VO-MV,-0.86700,-2.81300,-1.19480,167.96875,173.82812,191.40625,-3.68000,-3.60080,2.48520,2.40600
Exp1,attenuation,Vp2,N1,VAO-MVA,AO-MA,VO-MV,-2.22340,-0.18840,-3.55210,154.29688,154.29688,156.25000,-2.41180,-2.41180,-1.14030,-1.14030
Exp1,attenuation,Vp4,N1,VAO-MVA,AO-MA,VO-MV,-4.06050,-4.29000,-3.65140,191.40625,191.40625,191.40625,-8.35050,-8.35050,4.69910,4.69910
Exp1,attenuation,Vp5,N1,VAO-MVA,AO-MA,VO-MV,-3.98640,-3.43380,-5.78480,156.25000,175.78125,166.01562,-7.42020,-6.50860,1.63540,0.72380
Exp1,attenuation,Vp6,N1,VAO-MVA,AO-MA,VO-MV,-4.99910,-4.59560,-6.44030,154.29688,167.96875,160.15625,-9.59470,-9.07110,3.15440,2.63080
Exp1,attenuation,Vp7,N1,VAO-MVA,AO-MA,VO-MV,-7.80780,-3.21090,-8.58200,166.01562,162.10938,167.96875,-11.01870,-10.89790,2.43670,2.31590
Exp1,attenuation,Vp8,N1,VAO-MVA,AO-MA,VO-MV,-1.58140,-4.96790,-0.99560,181.64062,183.59375,154.29688,-6.54930,-6.52070,5.55370,5.52510
Exp1,attenuation,Vp10,N1,VAO-MVA,AO-MA,VO-MV,-1.88200,-5.65660,-4.63900,160.15625,156.25000,166.01562,-7.53860,-7.50120,2.89960,2.86220
Exp1,attenuation,Vp11,N1,VAO-MVA,AO-MA,VO-MV,-1.09610,3.73960,-8.54790,166.01562,154.29688,177.73438,2.64350,3.18840,-11.19140,-11.73630
Exp1,attenuation,Vp12,N1,VAO-MVA,AO-MA,VO-MV,-3.07990,1.34190,-1.56160,154.29688,154.29688,154.29688,-1.73800,-1.73800,0.17640,0.17640
Exp1,attenuation,Vp13,N1,VAO-MVA,AO-MA,VO-MV,-3.92480,-0.44230,-3.82020,160.15625,167.96875,171.87500,-4.36710,-4.19840,0.54690,0.37820
Exp1,attenuation,Vp14,N1,VAO-MVA,AO-MA,VO-MV,-1.00420,-4.62110,-1.37860,154.29688,191.40625,162.10938,-5.62530,-3.77990,4.24670,2.40130
Exp1,attenuation,Vp15,N1,VAO-MVA,AO-MA,VO-MV,-2.63210,4.96960,-2.21990,183.59375,154.29688,154.29688,2.33750,2.63370,-4.55740,-4.85360
Exp1,attenuation,Vp16,N1,VAO-MVA,AO-MA,VO-MV,1.71780,1.47450,1.87330,154.29688,191.40625,171.87500,3.19230,3.51940,-1.31900,-1.64610
Exp1,attenuation,Vp17,N1,VAO-MVA,AO-MA,VO-MV,-2.86000,-2.90090,-2.53770,154.29688,154.29688,156.25000,-5.76090,-5.76090,3.22320,3.22320
Exp1,attenuation,Vp18,N1,VAO-MVA,AO-MA,VO-MV,-8.30460,-1.15990,-7.10000,169.92188,167.96875,167.96875,-9.46450,-9.45940,2.36450,2.35940
Exp1,attenuation,Vp19,N1,VAO-MVA,AO-MA,VO-MV,-3.79200,-3.61280,-12.25900,173.82812,191.40625,183.59375,-7.40480,-5.77660,-4.85420,-6.48240
Exp1,attenuation,Vp20,N1,VAO-MVA,AO-MA,VO-MV,-5.57630,-4.12520,-6.60750,187.50000,191.40625,173.82812,-9.70150,-9.52880,3.09400,2.92130
Exp1,attenuation,Vp22,N1,VAO-MVA,AO-MA,VO-MV,0.48040,-2.48550,0.21080,164.06250,164.06250,169.92188,-2.00510,-2.00510,2.21590,2.21590
Exp1,attenuation,Vp23,N1,VAO-MVA,AO-MA,VO-MV,-4.40910,-1.50120,-7.73450,154.29688,189.45312,154.29688,-5.91030,-5.02580,-1.82420,-2.70870
Exp1,attenuation,Vp24,N1,VAO-MVA,AO-MA,VO-MV,1.71650,-0.99770,-2.04210,154.29688,191.40625,154.29688,0.71880,1.80290,-2.76090,-3.84500
Exp1,attenuation,Vp25,N1,VAO-MVA,AO-MA,VO-MV,0.71850,1.38230,1.81760,175.78125,171.87500,154.29688,2.10080,2.17880,-0.28320,-0.36120
Exp1,attenuation,Vp1,P2,VAO-MVA,AO-MA,VO-MV,0.06850,-0.89400,1.38280,242.18750,242.18750,255.85938,-0.82550,-0.82550,2.20830,2.20830
Exp1,attenuation,Vp2,P2,VAO-MVA,AO-MA,VO-MV,9.21540,2.59670,11.55680,242.18750,253.90625,255.85938,11.81210,11.75790,-0.25530,-0.20110
Exp1,attenuation,Vp4,P2,VAO-MVA,AO-MA,VO-MV,1.25200,-3.45410,-0.57620,275.39062,277.34375,275.39062,-2.20210,-2.22890,1.62590,1.65270
Exp1,attenuation,Vp5,P2,VAO-MVA,AO-MA,VO-MV,0.18420,-0.30150,3.56270,246.09375,255.85938,255.85938,-0.11730,-0.40370,3.68000,3.96640
Exp1,attenuation,Vp6,P2,VAO-MVA,AO-MA,VO-MV,9.67840,3.17210,12.27620,242.18750,242.18750,242.18750,12.85050,12.85050,-0.57430,-0.57430
Exp1,attenuation,Vp7,P2,VAO-MVA,AO-MA,VO-MV,6.52440,-1.50410,5.78810,242.18750,242.18750,244.14062,5.02030,5.02030,0.76780,0.76780
Exp1,attenuation,Vp8,P2,VAO-MVA,AO-MA,VO-MV,0.72460,-0.91280,3.12980,281.25000,281.25000,271.48438,-0.18820,-0.18820,3.31800,3.31800
Exp1,attenuation,Vp10,P2,VAO-MVA,AO-MA,VO-MV,-0.20730,-2.37130,2.02410,242.18750,246.09375,281.25000,-2.57860,-2.82140,4.60270,4.84550
Exp1,attenuation,Vp11,P2,VAO-MVA,AO-MA,VO-MV,7.24010,9.86120,3.86930,265.62500,271.48438,271.48438,17.10130,16.90800,-13.23200,-13.03870
Exp1,attenuation,Vp12,P2,VAO-MVA,AO-MA,VO-MV,1.78980,5.71160,3.21490,277.34375,281.25000,255.85938,7.50140,7.38670,-4.28650,-4.17180
Exp1,attenuation,Vp13,P2,VAO-MVA,AO-MA,VO-MV,9.74700,4.01280,9.90660,242.18750,246.09375,242.18750,13.75980,13.71980,-3.85320,-3.81320
Exp1,attenuation,Vp14,P2,VAO-MVA,AO-MA,VO-MV,3.81110,-3.54610,1.63210,281.25000,242.18750,242.18750,0.26500,-1.00860,1.36710,2.64070
Exp1,attenuation,Vp15,P2,VAO-MVA,AO-MA,VO-MV,1.37110,7.08100,4.65050,250.00000,269.53125,244.14062,8.45210,7.60620,-3.80160,-2.95570
Exp1,attenuation,Vp16,P2,VAO-MVA,AO-MA,VO-MV,2.42270,1.64050,2.37770,242.18750,242.18750,255.85938,4.06320,4.06320,-1.68550,-1.68550
Exp1,attenuation,Vp17,P2,VAO-MVA,AO-MA,VO-MV,1.89830,-0.90840,4.95950,261.71875,242.18750,257.81250,0.98990,0.92770,3.96960,4.03180
Exp1,attenuation,Vp18,P2,VAO-MVA,AO-MA,VO-MV,3.92620,-0.71200,1.65120,255.85938,271.48438,242.18750,3.21420,2.79390,-1.56300,-1.14270
Exp1,attenuation,Vp19,P2,VAO-MVA,AO-MA,VO-MV,4.08670,0.65220,15.58100,248.04688,263.67188,271.48438,4.73890,3.95030,10.84210,11.63070
Exp1,attenuation,Vp20,P2,VAO-MVA,AO-MA,VO-MV,6.63660,-1.66290,7.56770,275.39062,242.18750,250.00000,4.97370,4.52920,2.59400,3.03850
